Time,Battery Voltage,Battery Current,Battery Level,GPS_Lat,GPS_Lon,GPS_Alt,CPU Usage,Ground_Speed,Air_Speed
2020-08-05 10:57:25.498104,23.21,33.09,98,13.0272212,77.5638114,933.17,21.2,0.253108531237,0.146000012755
2020-08-05 10:57:26.501260,23.168,35.12,98,13.0272204,77.5638102,933.16,23.3,0.0748732760549,0.141000002623
2020-08-05 10:57:27.505743,23.235,32.76,98,13.0272207,77.5638111,933.13,21.6,0.236383631825,0.169000014663
2020-08-05 10:57:28.508931,23.243,32.12,98,13.0272198,77.5638124,933.15,22.1,0.184581175447,0.122000008821
2020-08-05 10:57:29.512474,23.217,32.84,98,13.0272204,77.5638123,933.18,22.8,0.0556397438049,0.10000000149
2020-08-05 10:57:30.515662,23.203,33.04,98,13.0272202,77.5638122,933.2,21.7,0.183611497283,0.0730000063777
2020-08-05 10:57:31.518406,23.229,32.09,98,13.0272203,77.5638121,933.22,21.6,0.0489079207182,0.0290000010282
2020-08-05 10:57:32.521412,23.117,35.92,98,13.0272206,77.5638125,933.22,20.9,0.0894561335444,0.10000000149
2020-08-05 10:57:33.524981,23.187,33.37,97,13.027221,77.5638129,933.21,21.2,0.278378039598,0.062000002712
2020-08-05 10:57:34.534956,23.184,33.58,97,13.0272198,77.5638135,933.27,22.1,0.118989527225,0.135000005364
2020-08-05 10:57:35.538874,23.174,33.75,97,13.0272202,77.5638135,933.25,22.1,0.093398205936,0.0910000056028
2020-08-05 10:57:36.543499,23.141,34.6,97,13.0272228,77.5638126,933.23,22.0,0.109051965177,0.269000023603
2020-08-05 10:57:37.546252,23.13,35.33,97,13.0272222,77.563813,933.23,22.0,0.27527615428,0.120000004768
2020-08-05 10:57:38.553291,23.132,34.73,97,13.0272226,77.5638132,933.26,23.0,0.219000831246,0.102000005543
2020-08-05 10:57:39.560886,23.185,32.78,97,13.0272223,77.5638149,933.35,21.8,0.293635874987,0.190000012517
2020-08-05 10:57:40.564638,23.147,34.14,97,13.02722,77.5638137,933.38,21.9,0.372644245625,0.213000014424
2020-08-05 10:57:41.569274,23.136,34.53,97,13.02722,77.5638126,933.37,21.3,0.198530271649,0.194000005722
2020-08-05 10:57:42.570868,23.09,35.95,97,13.0272219,77.5638117,933.31,21.1,0.173102244735,0.195000007749
2020-08-05 10:57:43.575663,23.102,35.29,97,13.0272229,77.5638108,933.26,21.1,0.155864313245,0.163000002503
2020-08-05 10:57:44.578854,23.145,33.63,97,13.0272208,77.5638112,933.23,21.2,0.431248039007,0.337000012398
2020-08-05 10:57:45.584212,23.089,35.6,97,13.027218,77.5638124,933.22,20.6,0.236866638064,0.202000007033
2020-08-05 10:57:46.589071,23.073,36.0,97,13.0272191,77.5638134,933.19,21.7,0.144623026252,0.226000010967
2020-08-05 10:57:47.593679,23.187,31.87,97,13.0272198,77.5638143,933.22,21.4,0.012184234336,0.130000010133
2020-08-05 10:57:48.598210,23.171,32.32,97,13.0272207,77.563813,933.17,21.9,0.111822500825,0.178000003099
2020-08-05 10:57:49.600858,23.078,35.6,97,13.0272206,77.5638124,933.15,23.0,0.0884736254811,0.178000003099
2020-08-05 10:57:50.606638,23.173,32.17,97,13.0272214,77.5638109,933.12,21.8,0.0971630960703,0.154000014067
2020-08-05 10:57:51.610694,23.163,32.47,97,13.0272217,77.5638104,933.08,21.1,0.0678144991398,0.0600000023842
2020-08-05 10:57:52.613882,23.158,32.31,97,13.0272208,77.5638107,933.08,22.7,0.247840598226,0.135000005364
2020-08-05 10:57:53.619332,23.196,31.11,97,13.0272193,77.5638112,933.15,23.1,0.239459440112,0.129000008106
2020-08-05 10:57:54.623117,23.184,31.22,97,13.027218,77.5638128,933.22,22.2,0.447144031525,0.282000005245
2020-08-05 10:57:55.627298,22.681,49.74,97,13.0272165,77.5638119,933.3,20.9,0.257216840982,0.15300001204
2020-08-05 10:57:56.630010,23.25,28.45,97,13.027221,77.5638134,933.39,21.1,0.695955812931,0.613000035286
2020-08-05 10:57:57.632902,23.18,31.13,97,13.0272243,77.5638178,933.67,21.5,0.268060743809,0.355000019073
2020-08-05 10:57:58.635657,23.189,30.83,97,13.0272216,77.5638133,933.52,23.3,0.821169137955,0.684000015259
2020-08-05 10:57:59.639125,23.113,33.37,96,13.02722,77.5638079,933.41,20.9,0.358618199825,0.404000014067
2020-08-05 10:58:00.641358,23.038,35.84,96,13.0272222,77.5638082,933.29,21.5,0.468885421753,0.195000007749
2020-08-05 10:58:01.644066,22.99,37.06,96,13.02722,77.5638129,933.22,20.6,0.766704678535,0.617000043392
2020-08-05 10:58:02.646230,23.11,32.98,96,13.0272187,77.563813,933.32,20.9,0.16596378386,0.0790000036359
2020-08-05 10:58:03.649169,23.0,37.22,96,13.027221,77.5638133,933.21,21.7,0.295968174934,0.355000019073
2020-08-05 10:58:04.652977,23.228,28.88,96,13.0272216,77.5638154,933.16,21.6,0.274351149797,0.138000011444
2020-08-05 10:58:05.655570,23.102,33.52,96,13.02722,77.5638158,933.16,21.1,0.353974670172,0.187000006437
2020-08-05 10:58:06.659219,23.185,30.47,96,13.0272199,77.5638131,933.15,20.8,0.34663388133,0.418000012636
2020-08-05 10:58:07.662650,23.005,36.77,96,13.0272217,77.5638103,933.1,20.9,0.143551871181,0.258000016212
