Time,Battery Voltage,Battery Current,Battery Level,GPS_Lat,GPS_Lon,GPS_Alt,CPU Usage,Ground_Speed,Air_Speed,,
38:36.2,22.56,35.77,90,13.0271937,77.5638607,934.63,11.8,2.974026442,2.908000231,,
38:37.2,22.667,31.35,90,13.0271768,77.5638538,934.58,11.7,2.021654606,2.416000128,,
38:38.2,22.615,33.22,90,13.0271695,77.5638355,934.58,11.5,2.197698116,1.81400013,,
38:39.2,22.706,29.49,90,13.0271706,77.5638135,934.59,12,3.056368351,2.9150002,,
38:40.2,22.772,27.19,90,13.0271756,77.5637828,934.59,12.5,2.946135283,2.999000072,,
38:41.2,22.612,33.28,90,13.027179,77.563767,934.56,12.1,0.894003928,1.373000026,,
38:42.2,22.619,32.84,90,13.0271861,77.5637637,934.61,11.2,2.040054321,1.605000019,,
38:43.2,22.711,29.27,90,13.0272095,77.5637687,934.55,12.2,3.168200731,3.089000225,,
38:44.2,22.818,25.36,90,13.0272417,77.5637771,934.58,11.7,3.413846016,3.308000088,,
38:45.2,22.622,32.82,90,13.0272622,77.5637852,934.57,11.9,2.533161879,2.833000183,,
38:46.2,22.579,34.31,90,13.0272702,77.5638038,934.54,11.8,2.439236403,2.04700017,,
38:47.2,22.656,31.09,89,13.0272662,77.5638252,934.54,12.9,3.291475534,2.926000118,,
38:48.2,22.613,32.79,89,13.027254,77.5638533,934.46,13.5,2.736925364,2.84800005,,
38:49.2,22.581,33.59,89,13.0272323,77.5638651,934.51,11.3,2.646022558,2.522000074,,
38:50.2,22.69,29.29,89,13.0272105,77.563865,934.62,11.5,3.109549046,3.142000198,,
38:51.2,22.59,33.22,89,13.0271838,77.5638597,934.61,12,2.266885757,2.653000116,,
38:52.2,22.654,30.38,89,13.0271746,77.5638495,934.56,12,2.010577679,1.864000082,,
38:53.3,22.399,39.56,89,13.0271732,77.5638274,934.52,12.1,2.756131411,2.126000166,,
38:54.3,22.514,35.2,89,13.0271765,77.5637975,934.46,12.1,3.082337379,3.084000111,,
38:55.3,22.609,32.04,89,13.0271789,77.5637721,934.44,11.3,2.182144642,2.613000155,,
38:56.3,22.592,32.54,89,13.0271834,77.5637645,934.52,10.6,1.528022051,1.182000041,,
38:57.3,22.57,33.48,89,13.027201,77.5637683,934.63,11.5,2.768146515,2.479000092,,
38:58.3,22.631,30.88,89,13.0272283,77.563775,934.59,12.2,3.215095282,3.094000101,,
38:59.3,22.752,26.79,89,13.0272567,77.5637804,934.53,12.2,2.976312637,2.962000132,,
39:00.3,22.625,31.51,89,13.027272,77.5637944,934.52,13.5,2.187684536,2.305999994,,
39:01.3,22.627,31.03,89,13.0272717,77.5638127,934.49,12.4,2.890323401,2.425000191,,
39:02.3,22.524,34.43,89,13.0272622,77.5638401,934.45,10.9,3.146848202,2.978000164,,
39:03.3,22.624,30.69,89,13.0272438,77.56386,934.45,12.2,2.69122386,2.692000151,,
39:04.3,22.766,25.35,89,13.0272254,77.563864,934.48,11.1,2.682308674,2.633000135,,
39:05.3,22.567,32.5,89,13.0271971,77.5638613,934.54,11.6,2.920791388,2.919000149,,
39:06.3,22.619,30.16,89,13.0271737,77.5638503,934.53,13.2,2.331586123,2.469000101,,
39:07.3,22.656,29.25,89,13.0271686,77.5638358,934.52,12.9,2.615530968,2.04700017,,
39:08.3,22.534,32.82,89,13.0271713,77.5638056,934.56,12.3,3.38436985,3.089000225,,
39:09.4,22.674,28.08,89,13.0271775,77.563776,934.51,12.1,2.499602556,2.753000021,,
39:10.4,22.46,35.92,89,13.0271803,77.5637649,934.52,10.5,0.649489105,0.937000036,,
39:11.4,22.552,32.72,89,13.0271845,77.563765,934.58,10.1,1.424113512,0.516000032,,
39:12.4,22.551,32.68,89,13.0272025,77.5637711,934.53,12.1,2.723756313,1.936000109,,
39:13.4,22.432,36.24,88,13.0272327,77.5637753,934.52,11.7,3.580125093,3.471000195,,
39:14.4,22.587,31.01,88,13.0272566,77.5637798,934.51,11.5,2.816305637,3.159000158,,
39:15.4,22.437,36.26,88,13.0272708,77.5637928,934.54,11.6,1.769500852,1.710000038,,
39:16.4,22.456,35.34,88,13.0272678,77.5638142,934.52,11.7,2.741902828,2.25999999,,
39:17.4,22.544,32.07,88,13.0272612,77.5638372,934.51,11.7,3.120082378,3.13800025,,
39:18.4,22.521,32.94,88,13.0272463,77.5638594,934.49,12.5,2.48307538,2.498000145,,
39:19.4,22.46,34.7,88,13.0272212,77.5638647,934.51,11.9,2.856106997,2.635000229,,
39:20.4,22.572,30.66,88,13.0271988,77.5638625,934.53,11.8,3.036919832,3.29700017,,
39:21.4,22.449,34.69,88,13.0271732,77.5638523,934.56,12,2.364225149,2.345000029,,
39:22.4,22.489,33.4,88,13.0271662,77.5638325,934.64,11.9,2.435261965,2.144000053,,
39:23.4,22.628,27.84,88,13.0271691,77.5638117,934.66,10.4,3.032106876,2.735000134,,
39:24.4,22.619,27.9,88,13.0271739,77.5637853,934.6,14.3,2.695601225,3.005000114,,
39:25.5,22.667,26.68,88,13.0271752,77.5637706,934.56,12.5,0.81137681,1.106000066,,
39:26.5,22.388,36.66,88,13.0271912,77.563766,934.59,10.6,2.365710497,1.854000092,,
39:27.5,22.35,37.95,88,13.0272117,77.5637674,934.57,13,3.520046234,3.175000191,,
39:28.5,22.41,35.44,88,13.0272457,77.563774,934.57,12.4,3.324775457,3.538000107,,
39:29.5,22.456,34.11,88,13.0272665,77.5637829,934.57,11.7,1.617242813,1.995000124,,
39:30.5,22.47,33.38,88,13.0272686,77.5637943,934.6,13.4,2.073976994,1.560000062,,
39:31.5,22.555,29.73,88,13.027263,77.5638208,934.56,11.4,3.32074666,3.130000114,,
39:32.5,22.5,31.91,88,13.0272524,77.5638536,934.5,11.6,3.287127018,3.377000093,,
39:33.5,22.344,37.32,88,13.0272401,77.5638681,934.49,11.4,2.237244844,2.28000021,,
39:34.5,22.497,31.5,88,13.0272192,77.5638691,934.62,10.5,2.609135866,2.319000006,,
39:35.6,22.364,36.48,88,13.0271923,77.5638631,934.62,10.4,2.800479412,2.789000034,,
39:36.6,22.365,36.17,88,13.0271737,77.5638477,934.54,11.7,2.333361626,2.363000155,,
39:37.6,21.738,58.56,88,13.0271708,77.5638279,934.48,12.9,2.736198664,2.603000164,,
39:38.6,22.536,29.35,88,13.0271718,77.5637963,934.64,12.7,3.011798143,2.961000204,,
39:39.6,22.587,27.46,87,13.027174,77.5637769,934.59,11.7,2.332154751,2.624000072,,
39:40.6,22.584,28.14,87,13.0271776,77.5637658,934.59,11.5,0.709273994,1.192000031,,
39:41.6,22.534,29.6,87,13.027192,77.5637657,934.64,11.7,2.079094887,1.559000015,,
39:42.6,22.364,35.28,87,13.027211,77.5637709,934.61,14,3.520246983,3.375000238,,
39:43.6,22.257,39.13,87,13.0272446,77.563778,934.57,11.8,3.431852818,3.747000217,,
39:44.6,22.379,34.82,87,13.0272673,77.5637863,934.56,11.7,1.64497757,2.281000137,,
39:45.6,22.415,33.38,87,13.0272698,77.563795,934.6,11.9,1.952740669,1.442000031,,
39:46.6,22.313,36.66,87,13.0272646,77.5638177,934.61,11.7,3.158695459,2.787000179,,
39:47.6,22.275,38.46,87,13.0272572,77.5638414,934.56,11.7,3.1340065,3.197000265,,
39:48.6,22.381,34.23,87,13.0272416,77.5638624,934.55,13.8,2.375847816,2.597000122,,
39:49.6,22.304,37.32,87,13.0272186,77.5638665,934.6,11.5,2.901619196,2.633000135,,
39:50.6,22.42,32.56,87,13.0271949,77.5638644,934.58,11.9,3.067732096,2.97300005,,
39:51.6,22.29,37.35,87,13.027175,77.5638539,934.55,10.6,2.04151845,2.062000036,,
39:52.6,22.218,39.79,87,13.0271724,77.5638296,934.56,11.2,2.756313562,2.548000097,,
39:53.6,22.405,32.44,87,13.0271752,77.5638081,934.56,12.8,3.004650354,2.897000074,,
39:54.7,22.602,26.14,87,13.0271756,77.5637806,934.51,12.2,2.445002317,2.792000055,,
39:55.7,22.046,46.82,87,13.0271795,77.5637633,934.53,11.7,1.141075253,1.767000079,,
39:56.7,22.388,33.32,87,13.0271857,77.5637636,934.56,11.6,1.774517298,1.205000043,,
39:57.7,22.355,34.82,87,13.0272059,77.5637699,934.59,11.8,3.009914637,2.619000196,,
39:58.7,22.349,34.65,87,13.0272309,77.5637751,934.6,11.2,3.556720734,3.420000076,,
39:59.7,22.315,36.19,87,13.0272629,77.5637825,934.61,12,2.695107698,3.113000155,,
40:00.7,22.366,33.97,87,13.0272724,77.5637967,934.57,13.3,1.967629433,1.659000039,,
40:01.7,22.326,35.1,87,13.0272668,77.5638202,934.53,10.9,2.849411964,2.389000177,,
40:02.7,22.336,34.41,87,13.0272587,77.5638421,934.49,11.1,3.020999908,2.995000124,,
40:03.7,22.284,36.41,87,13.0272419,77.5638615,934.48,12.2,2.445210218,2.485000134,,
40:04.7,22.339,34.17,86,13.0272172,77.5638643,934.52,12.1,2.935495377,2.704000235,,
40:05.7,22.327,34.61,86,13.0271944,77.5638606,934.54,11.2,3.058439016,2.882000208,,
40:06.7,22.407,31.54,86,13.0271721,77.563848,934.55,12.9,2.457958937,2.59100008,,
40:07.7,22.445,29.97,86,13.0271679,77.563823,934.57,11.7,2.778991222,2.445000172,,
40:08.7,22.466,28.94,86,13.0271717,77.5638005,934.55,12,2.751822233,2.730000019,,
40:09.8,22.335,34.02,86,13.0271788,77.5637768,934.5,11.8,2.549021244,2.687000036,,
40:10.8,22.353,33.38,86,13.0271977,77.5637639,934.53,10.5,2.649526596,2.537000179,,
40:11.8,22.342,33.66,86,13.0272189,77.5637656,934.53,11.7,3.45240736,3.094000101,,
40:12.8,22.201,38.87,86,13.0272499,77.5637755,934.49,13.6,3.527018785,3.538000107,,
40:13.8,22.303,35.12,86,13.0272687,77.5637917,934.48,12,2.245774746,2.370000124,,
40:14.8,22.411,30.85,86,13.0272696,77.5638111,934.48,11.5,3.16063261,2.714000225,,
40:15.8,22.346,33.03,86,13.027262,77.563845,934.46,11.8,3.42679143,3.40500021,,
40:16.8,22.241,36.71,86,13.0272454,77.5638633,934.46,12.6,2.141223907,2.104000092,,
40:17.8,22.288,34.41,86,13.0272277,77.5638647,934.55,11.7,2.748839855,2.296000004,,
40:18.8,22.397,30.7,86,13.0271974,77.5638614,934.54,11.7,3.205813408,3.022000074,,
40:19.8,22.321,33.41,86,13.0271802,77.5638545,934.54,11.1,2.269777775,2.462000132,,
40:20.8,22.368,31.36,86,13.0271683,77.5638344,934.58,12.6,2.422923326,2.173000097,,
40:21.8,22.407,29.71,86,13.0271692,77.5638077,934.65,11.5,3.03059864,2.707000017,,
40:22.8,22.413,29.66,86,13.0271747,77.5637799,934.67,11.9,2.843294382,2.786000013,,
40:23.8,22.356,31.83,86,13.0271788,77.5637659,934.7,12.4,1.617764235,1.434000015,,
40:24.8,22.257,35.35,86,13.0271967,77.5637628,934.7,12.7,2.453166962,1.893000126,,
40:25.9,22.298,33.62,86,13.027218,77.5637682,934.64,11.7,3.454553366,3.021000147,,
40:26.9,22.309,33.17,86,13.0272493,77.5637775,934.53,12.2,3.03894043,3.294000149,,
40:27.9,22.208,37.04,86,13.0272692,77.5637912,934.49,11.9,2.199756622,2.312000036,,
40:28.9,22.261,34.9,86,13.0272705,77.5638147,934.54,11.4,2.693388224,2.418000221,,
40:29.9,22.326,32.33,86,13.027265,77.5638356,934.54,10.9,3.052082062,3.015000105,,
40:30.9,22.352,31.28,85,13.027251,77.563858,934.51,12,2.560294151,2.573000193,,
40:31.9,22.313,32.55,85,13.0272264,77.5638655,934.49,12.1,2.771132708,2.5400002,,
40:32.9,22.122,39.11,85,13.0272054,77.5638626,934.51,11.6,2.996562481,2.804000139,,
40:33.9,22.168,37.18,85,13.0271805,77.5638551,934.5,11.5,2.500786543,2.854000092,,
40:34.9,22.358,30.63,85,13.0271691,77.5638379,934.64,12.7,2.138630152,1.948000073,,
40:35.9,22.482,26.62,85,13.027171,77.5638108,934.69,11.9,2.888843775,2.741000175,,
40:36.9,22.454,27.54,85,13.0271743,77.5637901,934.55,11.7,2.814160824,2.778000116,,
40:38.0,22.561,23.73,85,13.0271799,77.5637718,934.46,11.7,1.464510322,1.728000045,,
40:39.0,22.274,34.12,85,13.0271984,77.5637659,934.41,13.3,2.506165743,1.99300015,,
40:40.0,22.12,39.48,85,13.02722,77.5637673,934.44,11.6,3.356329918,3.153000116,,
40:41.0,22.388,29.41,85,13.0272526,77.563774,934.4,12.5,3.191277266,3.006000042,,
40:42.0,22.184,37.29,85,13.0272679,77.5637843,934.42,12.6,2.102378607,2.054000139,,
40:43.0,22.28,33.15,85,13.0272702,77.5638054,934.43,12.3,2.64939642,2.350000143,,
40:44.0,22.202,35.87,85,13.0272629,77.5638352,934.44,12.2,3.413407087,3.256000042,,
40:45.0,21.921,46.16,85,13.0272527,77.563857,934.4,11.4,2.547411919,2.70600009,,
40:46.0,22.273,32.19,85,13.0272318,77.5638672,934.55,11.4,2.569119453,2.489000082,,
40:47.0,22.079,39.23,85,13.0272074,77.5638652,934.63,11.6,3.092861414,2.578000069,,
40:48.0,22.287,31.98,85,13.0271874,77.5638593,934.61,12.4,2.50570941,2.844000101,,
40:49.0,22.229,33.71,85,13.0271742,77.56384,934.65,12.2,2.464960337,2.461000204,,
40:50.0,22.489,24.27,85,13.0271757,77.56381,934.75,12.1,3.1949718,2.986000061,,
40:51.0,22.492,24.64,85,13.0271784,77.5637855,934.93,10.3,2.87779212,3.095000029,,
40:52.0,21.933,44.85,85,13.0271751,77.5637691,934.49,12.1,0.357241839,1.252000093,,
40:53.0,21.934,44.52,85,13.0271817,77.5637685,934.52,12.2,1.921391487,0.974000037,,
40:54.0,22.003,41.43,85,13.0271998,77.5637694,934.55,11.3,3.136259079,2.942000151,,
40:55.0,21.995,41.55,85,13.0272337,77.5637746,934.58,11.8,3.474991798,3.43200016,,
40:56.1,22.14,36.82,84,13.0272617,77.5637829,934.53,11.5,2.667633057,2.84100008,,
40:57.1,22.136,36.77,84,13.027273,77.5637917,934.54,11.9,1.784065485,1.659000039,,
40:58.1,22.169,35.8,84,13.0272703,77.5638135,934.57,12,2.777154922,2.378000021,,
40:59.1,22.173,34.77,84,13.0272646,77.5638336,934.54,11.6,3.059303999,3.154000044,,
41:00.1,21.995,41.52,84,13.0272491,77.5638575,934.45,11.5,2.64258337,2.679000139,,
41:01.1,22.202,33.3,84,13.0272242,77.5638648,934.52,12.8,2.709850788,2.77300024,,
41:02.1,22.092,37.41,84,13.0272046,77.5638634,934.55,11.7,2.561999559,2.729000092,,
41:03.1,22.137,35.98,84,13.0271817,77.5638549,934.51,11.6,2.45592618,2.528000116,,
41:04.1,21.956,42.32,84,13.0271695,77.563835,934.55,10.3,2.287693024,2.092000008,,
41:05.1,22.215,32.39,84,13.0271697,77.5638069,934.61,11.2,3.104529858,2.976000071,,
41:06.1,22.286,29.74,84,13.0271726,77.5637869,934.56,12.1,2.659425259,2.645000219,,
41:07.1,22.383,26.51,84,13.0271804,77.5637666,934.59,11.4,1.466125607,1.572000027,,
41:08.1,22.436,24.73,84,13.0271972,77.5637676,934.62,12.5,2.102983952,2.004000187,,
41:09.1,22.107,36.59,84,13.0272178,77.5637729,934.57,12.5,3.587924719,3.131000042,,
41:10.1,22.096,37.05,84,13.0272546,77.5637811,934.48,10.9,3.604938269,3.344000101,,
41:11.1,22.15,34.96,84,13.0272714,77.5637878,934.52,12.3,1.755516529,2.559000015,,
41:12.1,22.21,33.16,84,13.0272715,77.5638044,934.57,12.6,2.597301006,1.920000076,,
41:13.1,22.283,30.07,84,13.0272637,77.5638249,934.48,12.2,3.273384571,3.110000134,,
41:14.1,22.184,33.49,84,13.0272501,77.5638542,934.39,11.1,3.023144722,3.082000256,,
41:15.1,22.115,35.85,84,13.027228,77.5638674,934.44,11.2,2.631421804,2.509000063,,
41:16.1,22.237,30.94,84,13.0272088,77.5638668,934.52,12,2.906225681,2.835000038,,
41:17.1,22.41,24.76,84,13.0271828,77.5638601,934.59,12.4,2.385484457,2.753000021,,
41:18.2,22.213,32.04,84,13.0271699,77.5638438,934.6,12.3,2.240816355,1.896000147,,
41:19.2,21.608,54.23,84,13.0271693,77.5638242,934.62,11.5,3.000407696,2.679000139,,
41:20.2,22.394,25.12,84,13.0271766,77.5637922,934.59,12.1,3.081982374,3.44900012,,
41:21.2,22.271,30.25,83,13.0271852,77.5637745,934.52,10.6,1.374957442,1.663000107,,
41:22.2,22.145,34.63,83,13.0272006,77.5637657,934.52,11.2,2.418903828,2.285000086,,
41:23.2,22.076,37.29,83,13.0272298,77.5637661,934.52,11.5,3.463271379,3.291000128,,
41:24.2,21.579,55.68,83,13.027255,77.5637701,934.41,12.1,3.112320662,3.567000151,,
41:25.2,22.266,29.7,83,13.0272705,77.5637856,934.59,10.5,2.126499653,1.883000135,,
41:26.2,22.266,29.17,83,13.0272696,77.5638088,934.69,12.2,2.744078875,2.568000078,,
41:27.2,22.014,38.62,83,13.0272662,77.5638312,934.64,12,3.398441315,3.283000231,,
41:28.2,21.885,43.01,83,13.0272529,77.5638581,934.58,11.7,2.526571035,2.850000143,,
41:29.2,21.771,46.71,83,13.0272323,77.5638647,934.62,11.4,2.675409794,2.21600008,,
41:30.2,21.772,46.66,83,13.0272119,77.5638638,934.61,11.8,3.099970341,2.883000135,,
41:31.2,22.164,32.12,83,13.0271846,77.5638564,934.52,11.7,2.360467196,2.533000231,,
41:32.2,22.112,33.56,83,13.0271696,77.5638377,934.55,11.6,2.368278503,2.386000156,,
41:33.3,22.315,26.62,83,13.0271674,77.5638194,934.6,12,2.763706446,2.691000223,,
41:34.3,22.248,29.16,83,13.0271719,77.5637888,934.59,10.8,3.106046677,2.901000023,,
41:35.3,22.365,25.11,83,13.027183,77.5637683,934.61,12.5,2.255457878,2.360000134,,
41:36.3,22.178,31.87,83,13.0271974,77.5637649,934.57,11.8,2.816467524,2.298000097,,
41:37.3,22.22,29.98,83,13.0272288,77.5637702,934.57,12,3.674772739,3.435000181,,
41:38.3,22.148,32.8,83,13.0272586,77.5637813,934.47,11.6,2.899966002,3.070000172,,
41:39.3,22.139,33.1,83,13.0272699,77.5637937,934.47,12,2.178007126,2.070000172,,
41:40.3,22.086,34.65,83,13.0272688,77.5638206,934.49,12.2,3.134391785,2.755000114,,
41:41.3,22.078,34.84,83,13.0272619,77.5638438,934.45,12,2.986317635,3.301000118,,
41:42.3,22.082,34.72,83,13.027246,77.5638616,934.52,11.8,2.247097731,2.183000088,,
41:43.3,22.246,28.73,83,13.0272278,77.5638642,934.59,11.4,2.893172979,2.539000034,,
41:44.3,21.778,46.51,83,13.0271973,77.5638627,934.56,11.7,2.938156128,3.076000214,,
41:45.3,21.942,39.09,83,13.0271733,77.5638547,934.48,12.2,2.213537693,2.470000029,,
41:46.3,22.02,36.52,82,13.0271681,77.5638405,934.54,10.1,2.094170094,1.903000116,,
41:47.3,22.174,30.23,82,13.027173,77.5638148,934.59,12.3,2.974740505,2.822000027,,
41:48.3,22.216,29.41,82,13.0271761,77.5637851,934.58,13.9,2.658823013,2.880000114,,
41:49.3,22.014,36.97,82,13.0271769,77.5637697,934.47,10.3,1.140617371,1.677000046,,
41:50.4,22.072,34.82,82,13.0271882,77.5637672,934.58,11.6,1.774152637,1.308000088,,
41:51.4,22.125,32.93,82,13.0272087,77.5637712,934.58,11.6,3.329493046,3.30700016,,
41:52.4,22.218,28.88,82,13.0272419,77.5637776,934.54,12.1,3.375737429,3.583000183,,
41:53.4,22.164,31.7,82,13.0272662,77.5637843,934.5,11.3,1.720393181,2.284000158,,
41:54.4,22.295,26.9,82,13.0272708,77.5637952,934.62,13.3,1.887866855,1.297000051,,
41:55.4,22.176,30.97,82,13.0272651,77.5638199,934.63,11.9,3.067157745,2.401000023,,
41:56.4,22.167,31.19,82,13.027257,77.5638436,934.59,10.8,3.076701164,3.139000177,,
41:57.4,22.205,28.91,82,13.0272403,77.5638636,934.56,11.7,2.43488431,2.605000019,,
41:58.4,22.049,35.03,82,13.0272177,77.5638672,934.65,10.7,2.606605291,2.485000134,,
41:59.4,22.116,32.32,82,13.0271982,77.5638634,934.62,12,2.673648357,2.653000116,,
42:00.4,22.116,31.98,82,13.0271776,77.5638506,934.56,13.7,2.184232712,2.322000027,,
42:01.4,21.953,37.98,82,13.0271714,77.5638357,934.57,10.9,2.188572884,1.975000143,,
42:02.4,21.88,40.93,82,13.0271722,77.563806,934.56,11.5,3.512965441,3.295000076,,
42:03.4,21.792,44.11,82,13.0271755,77.5637746,934.49,12.5,2.785229445,3.09800005,,
42:04.4,22.027,35.15,82,13.0271788,77.5637635,934.55,12,1.158118367,1.703000069,,
42:05.5,21.971,37.06,82,13.0271941,77.563764,934.55,11.4,2.492466927,1.991000056,,
42:06.5,21.877,40.45,82,13.0272206,77.5637729,934.51,11.9,3.365071058,3.090000153,,
42:07.5,21.936,38.08,82,13.0272442,77.5637809,934.54,12.5,3.11660862,3.276000261,,
42:08.5,21.904,39.16,82,13.0272698,77.5637925,934.5,11.8,2.032111645,2.452000141,,
42:09.5,22.139,30.38,82,13.0272731,77.5638108,934.55,12,2.345512629,1.961000085,,
42:10.5,22.096,31.42,82,13.027268,77.5638306,934.58,12.8,2.948101282,2.770000219,,
42:11.5,22.053,33.02,81,13.0272544,77.5638553,934.56,11.4,2.416651249,2.55700016,,
42:12.5,22.003,34.7,81,13.0272329,77.5638629,934.59,11.3,2.509219646,2.482000113,,
42:13.5,21.881,38.95,81,13.0272128,77.5638619,934.57,12.3,3.167619705,3.007000208,,
42:14.5,21.978,35.61,81,13.0271833,77.5638555,934.55,9.8,2.544373512,2.668000221,,
42:15.5,22.05,32.76,81,13.0271704,77.5638438,934.59,11.3,2.510180235,2.322000027,,
42:16.5,22.074,32.07,81,13.0271689,77.5638162,934.61,11.7,3.225699425,3.095000029,,
42:17.6,22.101,30.92,81,13.0271746,77.5637858,934.62,12.2,3.182159185,3.005000114,,
42:18.6,21.991,35.1,81,13.0271823,77.5637678,934.62,13.6,1.980624557,2.113000155,,
42:19.6,21.994,34.91,81,13.0271994,77.5637617,934.66,11.2,2.418815613,2.211000204,,
42:20.6,22.089,30.88,81,13.0272302,77.5637677,934.6,10.9,3.397699595,3.181000233,,
42:21.6,21.949,36.39,81,13.027257,77.5637795,934.57,10.7,2.844539642,3.06400013,,
42:22.6,21.974,35.32,81,13.0272679,77.5637952,934.61,12.3,2.532382488,2.520000219,,
42:23.6,21.986,34.3,81,13.0272665,77.5638232,934.64,10.9,3.157357931,2.862000227,,
42:24.6,21.975,34.82,81,13.027257,77.5638518,934.61,13.2,2.797993422,2.838000059,,
42:25.6,21.914,37.14,81,13.0272442,77.5638645,934.62,10.9,2.324000359,2.32400012,,
42:26.6,22.006,33.6,81,13.0272181,77.5638651,934.61,10.5,3.226225853,2.80700016,,
42:27.6,22.067,31.41,81,13.0271876,77.5638584,934.59,12.1,2.938520432,3.084000111,,
42:28.7,21.873,38.51,81,13.0271744,77.5638499,934.63,11.8,1.744624019,2.157000065,,
42:29.7,22.133,28.6,81,13.0271691,77.5638281,934.57,12.2,2.652770519,2.195000172,,
42:30.7,21.928,35.82,81,13.0271738,77.5637987,934.49,12.2,3.144937754,3.134000063,,
42:31.7,22.118,29.12,81,13.0271761,77.5637765,934.48,11.6,2.424567223,2.869000196,,
42:32.7,22.014,32.92,81,13.0271786,77.5637656,934.54,10.4,0.89321965,0.644000053,,
42:33.7,21.887,37.65,81,13.0271925,77.5637659,934.59,10.9,2.038700342,1.415000081,,
42:34.7,21.931,35.68,81,13.0272138,77.5637696,934.58,12.3,3.590273857,3.374000072,,
42:35.7,22.081,30.65,81,13.0272482,77.5637781,934.58,11.1,3.267706633,3.360000134,,
42:36.7,21.873,38.26,81,13.0272701,77.563789,934.59,12.4,2.011518717,2.25,,
42:37.7,21.882,37.76,80,13.0272737,77.5638047,934.59,12.2,2.29370594,2.058000088,,
42:38.7,21.838,38.89,80,13.0272683,77.5638247,934.58,10.6,3.066208363,2.784000158,,
42:39.7,21.959,34.57,80,13.0272563,77.5638514,934.49,10.9,2.598647594,2.707000017,,
42:40.7,21.913,35.72,80,13.0272351,77.5638616,934.55,11.8,2.470500946,2.410000086,,
42:41.7,22.147,26.78,80,13.027209,77.5638581,934.65,11.5,2.799861431,2.685000181,,
42:42.7,22.059,29.88,80,13.0271891,77.5638519,934.65,11.9,2.631146193,2.666000128,,
42:43.7,21.838,38.51,80,13.0271712,77.5638418,934.59,12,1.918029547,2.292000055,,
42:44.7,21.871,37.11,80,13.0271653,77.5638249,934.58,11.4,2.979551077,2.605000019,,
42:45.7,21.922,33.98,80,13.0271711,77.5637943,934.56,11.6,3.228779793,3.220000267,,
42:46.7,21.875,37,80,13.0271787,77.5637736,934.52,12.3,1.607633471,2.239000082,,
42:47.8,21.766,41.08,80,13.0271822,77.563768,934.58,11.7,0.882442057,0.868000031,,
42:48.8,21.93,34.87,80,13.0271968,77.5637678,934.6,13.4,2.544409037,1.957000136,,
42:49.8,21.873,36.54,80,13.0272269,77.5637709,934.57,10.9,3.333479404,3.1650002,,
42:50.8,21.933,34.31,80,13.0272512,77.5637753,934.53,11.3,2.612350225,2.950000048,,
42:51.8,21.896,35.56,80,13.0272687,77.5637844,934.53,11.9,1.541853189,1.720000029,,
42:52.8,21.997,31.75,80,13.0272693,77.5638026,934.53,11.4,2.41667223,2.06400013,,
42:53.8,21.871,36.41,80,13.0272641,77.5638281,934.53,12,3.744117975,3.589000225,,
42:54.8,21.972,32.31,80,13.0272532,77.5638575,934.47,13,2.232073069,2.788000107,,
42:55.8,22.001,31.32,80,13.0272359,77.5638649,934.58,12.7,1.963720441,1.923000097,,
42:56.8,21.709,41.37,80,13.0272153,77.5638644,934.59,11.2,3.177382231,3.06400013,,
42:57.8,21.87,35.81,80,13.0271862,77.5638589,934.57,10.4,2.654297829,3.036000252,,
42:58.8,21.914,34.06,80,13.0271721,77.5638492,934.62,12.6,2.136788368,2.234000206,,
42:59.8,21.911,34.52,80,13.0271672,77.5638246,934.63,11,2.802600145,2.684000015,,
43:00.8,22.07,28.38,80,13.0271724,77.5637935,934.63,13.4,3.075032711,3.025000095,,
43:01.8,22.125,26.6,80,13.0271758,77.5637744,934.6,11.1,1.51537466,2.027000189,,
43:02.8,21.839,36.75,79,13.0271812,77.563764,934.63,11.5,1.428231716,1.248000026,,
43:03.8,21.957,32.42,79,13.0271996,77.5637636,934.62,11.4,2.571923018,2.154000044,,
43:04.9,21.858,35.81,79,13.0272189,77.5637692,934.59,11.6,2.899066925,2.84100008,,
43:05.9,21.861,35.86,79,13.0272551,77.5637813,934.5,12.2,3.688735485,3.954000235,,
43:06.9,21.696,42.03,79,13.0272711,77.5637945,934.47,11.7,2.316727877,2.370000124,,
43:07.9,21.924,32.77,79,13.0272708,77.5638191,934.55,11.3,2.991208792,2.436000109,,
43:08.9,21.783,38.32,79,13.0272595,77.56385,934.54,12.2,3.288258553,3.285000086,,
43:09.9,21.952,31.68,79,13.0272448,77.5638629,934.55,11.3,2.529762983,2.53000021,,
43:10.9,22.045,28.22,79,13.02722,77.563864,934.65,12.4,2.971049786,2.788000107,,
43:11.9,21.826,36.58,79,13.0271915,77.5638584,934.6,11.4,2.82974577,2.834000111,,
43:12.9,21.933,32.66,79,13.0271769,77.5638464,934.6,12.5,2.696025848,2.5,,
43:13.9,21.876,34.48,79,13.0271696,77.5638204,934.62,11.8,3.145975828,3.009000063,,
43:14.9,21.913,32.68,79,13.0271682,77.563794,934.64,11.8,3.29054451,3.111000061,,
43:15.9,21.863,34.68,79,13.0271709,77.5637659,934.6,10.8,1.45668447,2.231000185,,
43:16.9,21.755,38.8,79,13.0271809,77.5637594,934.64,11.3,1.768070102,1.359000087,,
