Time,Battery Voltage,Battery Current,Battery Level,GPS_Lat,GPS_Lon,GPS_Alt,CPU Usage,Ground_Speed,Air_Speed,,
48:00.7,21.174,34.97,68,13.0272445,77.5638654,934.53,11.4,2.319318295,2.28000021,,
48:01.7,21.444,24.93,68,13.0272232,77.5638673,934.68,11.3,2.516063929,2.300000191,,
48:02.7,21.189,34.44,68,13.0271934,77.5638612,934.54,10.8,3.088001966,2.988000155,,
48:03.7,20.995,41.24,68,13.0271772,77.5638518,934.49,11.8,2.303339958,2.479000092,,
48:04.7,21.243,31.9,67,13.0271703,77.5638305,934.56,11.5,2.618903875,2.351000071,,
48:05.7,21.136,35.66,67,13.0271737,77.5638013,934.55,12.2,3.080188274,3.104000092,,
48:06.7,21.015,40.66,67,13.0271796,77.5637775,934.49,12.4,2.854970455,2.899000168,,
48:07.7,21.318,29.35,67,13.0271939,77.5637625,934.58,12.3,2.098911762,2.055000067,,
48:08.7,21.111,36.83,67,13.027218,77.563767,934.59,11.4,3.140460253,2.705000162,,
48:09.7,21.206,33.56,67,13.0272392,77.5637749,934.57,11.9,3.31820035,3.251000166,,
48:10.7,21.081,38.05,67,13.0272661,77.5637949,934.62,11.1,3.446718216,3.300000191,,
48:11.7,21.171,33.9,67,13.0272761,77.5638207,934.54,11.7,2.510538101,2.692000151,,
48:12.7,20.959,41.42,67,13.0272691,77.5638448,934.56,12.8,2.641743422,2.241000175,,
48:13.8,21.079,37.26,67,13.027257,77.5638562,934.57,10.5,2.486412048,2.257000208,,
48:14.8,21.076,37.17,67,13.0272312,77.5638604,934.55,11.2,3.01568675,2.863000155,,
48:15.8,21.219,31.43,67,13.0271972,77.5638595,934.54,11.5,3.460273981,3.489000082,,
48:16.8,21.015,39.25,67,13.0271756,77.5638565,934.5,10,1.945102572,2.481000185,,
48:17.8,20.968,40.51,67,13.0271665,77.563844,934.59,12.2,1.806233048,1.609000087,,
48:18.8,21.007,38.82,67,13.0271687,77.5638207,934.64,11.7,2.941170931,2.577000141,,
48:19.8,21.348,26.07,67,13.0271734,77.5637981,934.61,11.4,3.006768703,3.034000158,,
48:20.8,21.085,36.28,67,13.0271805,77.5637728,934.59,11.3,2.147858858,2.681000233,,
48:21.8,21.19,32.33,67,13.0271948,77.5637651,934.65,11,2.096295118,1.625000119,,
48:22.8,21.125,34.5,67,13.0272126,77.5637673,934.62,11,2.89545536,2.459000111,,
48:23.8,21.18,32.51,67,13.0272424,77.5637754,934.61,12.5,3.123189688,3.430000067,,
48:24.8,21.136,33.9,67,13.0272664,77.5637887,934.52,12.5,2.3928473,2.620000124,,
48:25.8,21.133,33.99,67,13.0272708,77.5638067,934.56,11.4,2.811248064,2.453000069,,
48:26.8,21.026,37.75,67,13.0272643,77.5638386,934.56,10.9,3.485440254,3.335000277,,
48:27.8,21.077,35.59,67,13.0272498,77.5638625,934.52,12.1,2.47813201,2.597000122,,
48:28.8,21.039,36.77,66,13.0272264,77.5638677,934.58,13.3,2.744780779,2.497000217,,
48:29.9,21.197,30.56,66,13.0272043,77.5638652,934.64,11.4,3.160664797,3.129000187,,
48:30.9,20.931,40.5,66,13.0271772,77.5638557,934.61,12.1,2.395931244,2.499000072,,
48:31.9,21.049,36.2,66,13.0271687,77.5638409,934.62,11.4,2.412590504,2.28000021,,
48:32.9,21.258,28.24,66,13.0271709,77.5638122,934.63,11.8,3.024029016,2.782000065,,
48:33.9,20.958,39.23,66,13.027175,77.5637896,934.6,11.4,2.911978483,2.849000216,,
48:34.9,21.209,29.72,66,13.0271803,77.5637672,934.57,10.9,1.78728354,1.947000146,,
48:35.9,21.047,35.95,66,13.0271954,77.5637627,934.59,12,2.119038582,1.838000059,,
48:36.9,21.142,32.08,66,13.0272132,77.5637651,934.6,10.2,2.832448959,2.526000023,,
48:37.9,21.07,34.51,66,13.0272414,77.5637726,934.55,12.7,3.097411871,3.279000044,,
48:38.9,20.977,38.09,66,13.0272643,77.5637887,934.54,11.1,2.772347927,2.937000036,,
48:39.9,21.003,37.4,66,13.0272699,77.5638089,934.54,11.5,3.131003857,2.843000174,,
48:40.9,20.977,37.44,66,13.0272659,77.5638405,934.52,12.3,3.205006361,3.342000246,,
48:41.9,21.046,35.12,66,13.0272512,77.5638625,934.54,10.9,2.399326324,2.643000126,,
48:42.9,21.047,34.84,66,13.0272322,77.5638656,934.56,13.2,2.93258357,2.697000027,,
48:43.9,21.063,34,66,13.0272018,77.5638624,934.55,11.1,3.317099094,3.144000053,,
48:44.9,21.037,34.98,66,13.0271754,77.5638522,934.57,11.9,2.43362999,2.650000095,,
48:45.9,21.054,34.15,66,13.0271676,77.563837,934.62,12.7,2.308967829,2.179000139,,
48:46.9,21.022,35.06,66,13.0271679,77.5638094,934.61,11.6,3.059674025,3.176000118,,
48:47.9,21.142,30.9,66,13.027173,77.5637808,934.59,10.9,2.719316721,2.855000019,,
48:49.0,21.075,33.15,66,13.0271795,77.5637639,934.59,12.1,1.432820678,1.865000129,,
48:50.0,21.068,33.29,66,13.0271916,77.5637637,934.67,10.6,2.441828966,1.963000059,,
48:51.0,21.109,31.71,66,13.0272187,77.5637701,934.64,11,3.298476934,3.020000219,,
48:52.0,21.116,31.92,66,13.0272519,77.563781,934.56,10.2,3.359773636,3.383000135,,
48:53.0,21.044,34.85,66,13.0272684,77.5637902,934.58,11.5,2.183089018,2.288000107,,
48:54.0,21.081,33.41,65,13.0272735,77.5638125,934.6,12.6,2.741490126,2.46600008,,
48:55.0,21.058,33.96,65,13.0272637,77.5638405,934.53,13.3,3.291941404,3.131000042,,
48:56.0,21.056,33.51,65,13.0272491,77.5638584,934.49,12.2,2.82048583,2.935000181,,
48:57.0,21.153,29.59,65,13.0272229,77.5638661,934.61,11.5,2.858978748,2.779000044,,
48:58.0,21.133,30.28,65,13.0271942,77.563863,934.63,13.7,2.75257659,2.823000193,,
48:59.0,21.053,32.66,65,13.0271804,77.5638554,934.56,12,2.111259222,2.300000191,,
49:00.0,20.972,35.76,65,13.0271691,77.5638368,934.6,10.9,2.630344391,2.305999994,,
49:01.0,20.991,34.74,65,13.0271691,77.5638081,934.68,12.6,3.005267859,2.928000212,,
49:02.0,20.951,36.51,65,13.0271738,77.5637868,934.64,11.7,2.86811924,2.692000151,,
49:03.0,21.131,30.26,65,13.0271806,77.5637685,934.56,11.7,1.430899024,1.779000044,,
49:04.0,21.009,34.63,65,13.0271929,77.563764,934.59,11.9,2.237137794,1.971000075,,
49:05.0,20.645,48.62,65,13.0272215,77.5637687,934.61,11.9,3.529193163,3.131000042,,
49:06.1,21.034,33.58,65,13.0272564,77.5637774,934.57,11.7,3.532811403,3.818000078,,
49:07.1,20.924,37.74,65,13.0272712,77.5637873,934.57,11.8,1.92905128,1.765000105,,
49:08.1,21.093,30.92,65,13.0272718,77.5638089,934.61,10.4,2.655426025,2.22300005,,
49:09.1,20.842,39.9,65,13.0272664,77.5638376,934.58,12.6,3.190793037,2.962000132,,
49:10.1,20.807,41.05,65,13.0272519,77.5638598,934.5,11.2,2.615451813,2.759000063,,
49:11.1,21.058,31.58,65,13.0272288,77.563864,934.55,11.7,2.677929401,2.68200016,,
49:12.1,20.956,35.31,65,13.0272072,77.5638629,934.58,12,3.265420437,3.168000221,,
49:13.1,21.078,30.6,65,13.0271796,77.5638536,934.56,12.2,2.330806971,2.504000187,,
49:14.1,20.929,35.89,65,13.0271712,77.5638425,934.63,11.4,2.219431162,2.131000042,,
49:15.1,21.067,30.46,65,13.0271706,77.5638142,934.64,11.9,2.971563339,3.239000082,,
49:16.1,21.064,30.87,65,13.0271729,77.5637861,934.56,11.9,2.897094011,3.070000172,,
49:17.1,21.059,31.14,65,13.0271788,77.5637652,934.56,12.2,1.626713395,1.792000055,,
49:18.1,20.871,37.89,65,13.0271932,77.563764,934.57,12.5,2.837290764,2.313000202,,
49:19.1,21.015,32.44,64,13.0272223,77.5637696,934.6,11.8,3.312533855,3.296000242,,
49:20.2,21.027,32.41,64,13.0272507,77.5637759,934.53,11.9,2.790077209,2.959000111,,
49:21.2,20.992,33.66,64,13.0272669,77.5637839,934.53,11.6,1.878602505,2.142000198,,
49:22.2,20.984,33.24,64,13.0272686,77.5638038,934.55,10.9,2.975185871,2.534000158,,
49:23.2,20.775,41.07,64,13.0272605,77.5638336,934.51,11.4,3.453628063,3.251000166,,
49:24.2,20.841,38.94,64,13.0272454,77.5638615,934.43,11.6,2.982503414,3.217000246,,
49:25.2,20.954,34.18,64,13.0272293,77.5638677,934.5,12.7,2.575660467,2.353000164,,
49:26.2,20.92,34.52,64,13.0272019,77.5638626,934.55,11.1,2.852288246,2.772000074,,
49:27.2,20.937,34.6,64,13.0271808,77.5638518,934.6,12,2.383998871,2.531000137,,
49:28.2,20.944,33.83,64,13.0271714,77.5638351,934.6,12.1,2.804980278,2.643000126,,
49:29.2,21.097,27.85,64,13.0271709,77.5638001,934.59,11.9,3.346357584,3.170000076,,
49:30.2,20.747,41.41,64,13.0271735,77.5637794,934.64,12.4,2.111578465,2.683000088,,
49:31.2,20.877,36.1,64,13.0271775,77.5637641,934.64,12.2,1.035491109,1.213000059,,
49:32.3,20.89,35.4,64,13.0271875,77.5637632,934.62,11.6,2.024675369,1.458000064,,
49:33.3,20.733,40.87,64,13.0272109,77.5637688,934.61,11.4,3.172030926,3.021000147,,
49:34.3,20.939,33.58,64,13.0272432,77.563777,934.55,11.7,3.481656313,3.425000191,,
49:35.3,20.888,35.01,64,13.0272676,77.5637866,934.54,11.8,1.817671537,2.234000206,,
49:36.3,20.929,33.59,64,13.0272709,77.5638,934.62,11.1,2.156832457,1.707000136,,
49:37.3,20.908,33.99,64,13.0272642,77.5638269,934.56,12.2,3.224798441,2.83100009,,
49:38.3,20.842,36.24,64,13.0272543,77.56385,934.51,10.9,2.884789944,3.094000101,,
49:39.3,20.915,33.75,64,13.027233,77.5638658,934.53,11.1,2.745985985,2.683000088,,
49:40.3,20.867,35.3,64,13.0272022,77.5638648,934.53,11.2,3.256010771,3.087000132,,
49:41.3,20.845,36.13,64,13.0271814,77.5638592,934.49,12.2,2.390396833,2.754000187,,
49:42.3,20.935,32.57,64,13.0271683,77.5638424,934.55,11.4,2.297972441,2.125,,
49:43.3,20.885,34.66,63,13.0271682,77.5638152,934.59,12.3,3.009284019,2.902000189,,
49:44.3,21.001,30.03,63,13.0271725,77.5637925,934.57,10.6,3.059102774,3.131000042,,
49:45.3,20.828,35.93,63,13.0271791,77.5637694,934.5,12.3,1.439758778,1.997000098,,
49:46.4,20.68,42,63,13.0271985,77.5637639,934.62,11.3,3.232172489,2.374000072,,
49:47.4,20.824,35.86,63,13.0272285,77.5637651,934.59,12.9,3.209564686,3.164000034,,
49:48.4,21.14,24.12,63,13.0272502,77.5637736,934.62,10.4,3.116633892,3.170000076,,
49:49.4,20.633,43.63,63,13.0272668,77.5637949,934.53,12.8,2.58754015,2.265000105,,
49:50.4,20.737,39.11,63,13.0272646,77.5638161,934.57,11.3,3.330653667,2.910000086,,
49:51.4,20.847,35.11,63,13.027256,77.5638509,934.51,11.9,3.380544186,3.576000214,,
49:52.4,20.859,34.26,63,13.0272452,77.5638667,934.5,12.2,2.006334543,2.387000084,,
49:53.4,20.836,34.97,63,13.0272241,77.5638665,934.58,11.1,2.774031162,2.457000017,,
49:54.4,20.886,33.02,63,13.0271969,77.5638605,934.56,11.2,2.897593021,2.876000166,,
49:55.4,20.815,35.71,63,13.0271808,77.5638506,934.52,12.5,2.334856749,2.709000111,,
49:56.4,20.79,36.39,63,13.0271701,77.5638247,934.53,12.7,3.043642998,2.97300005,,
49:57.4,20.864,33.38,63,13.0271697,77.5637985,934.52,12.5,3.636982203,3.400000095,,
49:58.4,20.692,39.72,63,13.0271737,77.5637675,934.49,12.3,2.404339552,3.142000198,,
49:59.4,20.859,33.75,63,13.0271797,77.5637633,934.57,11,1.18495357,0.643000007,,
50:00.4,20.805,35.43,63,13.02719,77.5637678,934.56,14.8,2.409775734,1.761000037,,
50:01.4,20.793,35.4,63,13.0272173,77.563776,934.49,10.6,3.442662477,3.424000263,,
50:02.4,20.885,32.43,63,13.0272501,77.5637815,934.46,11.4,3.249296427,3.593000174,,
50:03.4,20.845,33.75,63,13.0272663,77.5637853,934.48,10.9,1.145031214,1.626000047,,
50:04.5,20.812,34.93,63,13.0272697,77.5637977,934.58,10.5,1.894307017,1.362000108,,
50:05.5,20.805,35.27,63,13.027262,77.5638217,934.55,12.2,2.970468521,2.705000162,,
50:06.5,20.847,33.62,63,13.027252,77.5638522,934.53,12,3.06863308,3.285000086,,
50:07.5,20.749,37.14,62,13.0272395,77.5638679,934.53,10.9,2.22710681,2.5,,
50:08.5,20.842,33.24,62,13.0272176,77.5638695,934.55,12.1,2.799636602,2.550000191,,
50:09.5,20.844,32.98,62,13.0271913,77.5638626,934.52,11,2.845282793,2.823000193,,
50:10.5,20.581,42.82,62,13.0271769,77.5638518,934.57,11.1,2.255805016,2.301000118,,
50:11.5,20.837,32.9,62,13.0271684,77.5638281,934.57,11.4,2.889973402,2.502000093,,
50:12.5,20.725,37.23,62,13.0271696,77.5637983,934.55,11.2,2.994125128,3.179000139,,
50:13.5,20.764,35.67,62,13.0271769,77.5637767,934.59,11.4,2.847861767,3.004000187,,
50:14.5,20.712,38.03,62,13.0271992,77.5637617,934.64,12.8,2.81683898,2.601000071,,
50:15.5,20.718,37.32,62,13.0272256,77.563764,934.63,12,3.925247669,3.696000099,,
50:16.5,20.713,37.42,62,13.0272597,77.563776,934.6,11.9,3.090426445,3.231000185,,
50:17.5,20.743,36.01,62,13.0272712,77.5637971,934.59,12.2,2.508172989,2.379000187,,
50:18.5,20.697,37.47,62,13.0272685,77.5638177,934.57,12.5,3.240048409,3.061000109,,
50:19.5,20.694,37.14,62,13.0272599,77.56385,934.58,11.2,2.787337303,3.219000101,,
50:20.6,20.822,32.22,62,13.0272499,77.563862,934.66,11.6,1.742218852,1.974000096,,
50:21.6,20.96,27.39,62,13.0272309,77.5638625,934.64,11.5,3.126281738,2.476000071,,
50:22.6,20.672,38.06,62,13.0271961,77.5638609,934.62,12.5,3.745510817,3.584000111,,
50:23.6,20.68,37.31,62,13.0271698,77.5638571,934.54,11.2,1.767701864,2.374000072,,
50:24.6,20.854,30.69,62,13.0271645,77.5638485,934.53,11.3,1.801730514,1.414000034,,
50:25.6,20.616,39.79,62,13.0271676,77.563827,934.54,11.8,2.447287083,2.116000175,,
50:26.6,20.836,31.15,62,13.0271724,77.5637954,934.51,11.6,3.317887545,3.319000244,,
50:27.6,20.881,29.9,62,13.0271786,77.5637749,934.52,12.2,2.411992311,2.652000189,,
50:28.6,20.836,31.7,62,13.0271945,77.5637659,934.57,9.5,2.497038126,2.113000155,,
50:29.6,20.922,28.63,62,13.0272208,77.5637706,934.63,10.8,3.151899338,2.920000076,,
50:30.6,20.825,32.53,62,13.0272448,77.5637773,934.57,14,3.594112158,3.54700017,,
50:31.6,20.752,35.84,62,13.0272685,77.5637918,934.56,11.5,2.376549482,2.427000046,,
50:32.6,20.481,45.43,61,13.0272751,77.5638203,934.53,13.2,3.136667252,2.877000093,,
50:33.6,20.676,37.55,61,13.0272718,77.5638424,934.53,11.7,2.758863688,2.778000116,,
50:34.6,20.851,30.8,61,13.0272553,77.5638618,934.54,11.4,2.633890152,2.426000118,,
50:35.6,20.62,38.82,61,13.0272298,77.5638637,934.57,12.7,2.694122314,2.72300005,,
50:36.6,20.766,33.02,61,13.027209,77.5638604,934.58,12.4,3.291068077,3.136000156,,
50:37.6,20.798,32.17,61,13.0271792,77.563848,934.58,12.1,2.6515553,3.049000263,,
50:38.7,20.672,36.59,61,13.0271683,77.5638309,934.62,11.2,2.57431078,2.460000038,,
50:39.7,21.027,23.05,61,13.0271716,77.5638028,934.65,12.5,3.408156157,3.029000044,,
50:40.7,20.565,40.73,61,13.0271761,77.5637767,934.63,11.2,2.03512311,2.336000204,,
50:41.7,20.666,36.51,61,13.0271797,77.5637655,934.53,11.2,0.909122288,1.197000027,,
50:42.7,20.779,32.14,61,13.0271877,77.5637651,934.54,14.3,2.008609295,1.512000084,,
50:43.7,20.73,34.28,61,13.0272122,77.5637707,934.56,10.6,2.847854614,2.721000195,,
50:44.7,20.836,30.24,61,13.0272424,77.5637777,934.57,11,3.371504545,3.377000093,,
50:45.7,20.344,48.72,61,13.0272661,77.5637863,934.56,11.2,2.760364294,3.345000267,,
50:46.7,20.572,40.17,61,13.0272745,77.5638005,934.54,10.2,1.998618007,1.398000121,,
50:47.7,20.752,32.81,61,13.027266,77.5638241,934.5,11.7,3.03151989,2.877000093,,
50:48.7,20.698,34.92,61,13.027257,77.5638436,934.47,10.9,2.987986803,3.13800025,,
50:49.7,20.672,35.62,61,13.0272344,77.5638617,934.49,12,3.013881445,3.101000071,,
50:50.7,20.602,38.16,61,13.0272009,77.5638636,934.48,11.2,3.390426874,3.360000134,,
50:51.7,20.606,37.89,61,13.0271807,77.5638591,934.52,11,1.827538013,2.35800004,,
50:52.8,20.706,33.55,61,13.0271709,77.5638428,934.63,11.2,2.380152225,2.344000101,,
50:53.8,20.607,37.41,61,13.0271686,77.5638166,934.58,11,2.937520027,2.857000113,,
50:54.8,20.601,37.79,61,13.0271732,77.5637923,934.48,11,3.216329813,3.323000193,,
50:55.8,20.66,35.52,60,13.0271858,77.5637676,934.53,11.4,2.417922974,2.423000097,,
50:56.8,21.052,20.59,60,13.02721,77.5637639,934.8,12.2,3.169039726,2.885000229,,
50:57.8,20.376,45.39,60,13.027233,77.5637709,934.74,10.9,3.749850512,3.477000237,,
50:58.8,20.428,43.26,60,13.0272621,77.5637837,934.6,12.1,2.340888977,2.903000116,,
50:59.8,20.526,39.44,60,13.0272686,77.563797,934.6,11.3,2.363669634,2.060000181,,
51:00.8,20.44,41.48,60,13.0272667,77.5638239,934.59,13.6,3.107270241,2.942000151,,
51:01.8,20.562,37.5,60,13.02726,77.5638498,934.56,11.4,2.167051077,2.379000187,,
51:02.8,20.637,34.47,60,13.0272454,77.5638614,934.56,12,2.056535721,1.95600009,,
51:03.8,20.373,44.62,60,13.0272272,77.5638644,934.56,11.9,2.768117905,2.651000023,,
51:04.8,20.743,31.36,60,13.0271953,77.5638626,934.52,11.1,3.057768345,3.242000103,,
51:05.8,20.383,43.98,60,13.027175,77.5638568,934.46,11.5,2.397691965,2.649000168,,
51:06.9,20.62,35.15,60,13.0271645,77.5638385,934.53,12.6,2.588654757,2.143000126,,
51:07.9,20.744,30.12,60,13.0271682,77.5638111,934.66,11.1,3.051347733,3.012000084,,
51:08.9,20.899,24.74,60,13.0271782,77.5637828,934.68,11.2,2.997098446,3.225000143,,
51:09.9,20.636,34.95,60,13.0271871,77.5637697,934.64,11.7,1.781135321,2.140000105,,
51:10.9,20.732,31.14,60,13.0272073,77.5637649,934.67,11.2,2.634896278,2.2900002,,
51:11.9,20.731,31.07,60,13.0272353,77.5637719,934.67,11.6,3.168980598,2.98300004,,
51:12.9,20.516,39.41,60,13.0272583,77.5637809,934.64,11.6,2.863478422,2.863000155,,
51:13.9,20.526,38.99,60,13.0272721,77.5638019,934.62,10.6,2.455432177,2.404000044,,
51:14.9,20.402,42.3,60,13.0272706,77.5638234,934.57,11.7,3.030595064,3.006000042,,
51:15.9,20.512,38.6,60,13.0272637,77.5638501,934.56,10.2,2.405130148,2.658000231,,
51:16.9,20.545,37.15,60,13.0272474,77.5638615,934.6,10.3,2.072693586,2.085000038,,
51:17.9,20.596,35.39,60,13.0272305,77.5638626,934.6,11.5,2.607517242,2.533000231,,
51:18.9,20.676,32.09,60,13.0271995,77.5638596,934.49,12.6,3.25619626,3.333000183,,
51:19.9,20.516,37.64,59,13.027174,77.5638498,934.47,11,2.440581799,2.795000076,,
51:20.9,20.49,38.65,59,13.0271672,77.5638363,934.53,10.8,2.454760075,1.958000064,,
51:21.9,20.534,36.62,59,13.0271698,77.5638065,934.58,11.2,3.1658957,2.951000214,,
51:23.0,20.818,26.44,59,13.0271741,77.5637836,934.58,11.1,2.737986565,2.813000202,,
51:24.0,20.504,38.02,59,13.0271814,77.5637645,934.61,12,1.411051631,1.771000028,,
51:25.0,20.621,33.42,59,13.0271989,77.5637659,934.65,12.6,2.536757946,2.022000074,,
51:26.0,20.506,37.59,59,13.0272201,77.5637715,934.61,10.6,3.298811436,3.01300025,,
51:27.0,20.604,34.13,59,13.0272519,77.5637791,934.53,11.8,2.934360504,3.462000132,,
51:28.0,20.611,33.87,59,13.0272704,77.5637894,934.52,12.4,1.725670457,2.042999983,,
51:29.0,20.594,34.49,59,13.0272709,77.5638033,934.54,11.9,2.250697136,1.917000055,,
51:30.0,20.547,35.72,59,13.0272629,77.563831,934.52,10.7,3.135583162,3.04700017,,
51:31.0,20.62,32.99,59,13.0272525,77.5638509,934.51,13.7,2.816135168,3.166000128,,
51:32.0,20.622,32.65,59,13.027229,77.563866,934.57,12.2,2.744713783,2.745000124,,
51:33.0,20.578,34.16,59,13.0272072,77.5638662,934.58,10.9,3.061344862,2.834000111,,
51:34.0,20.504,36.92,59,13.0271782,77.5638578,934.56,10.8,2.682194233,2.969000101,,
51:35.0,20.558,34.92,59,13.0271647,77.5638378,934.56,11.4,2.31661129,2.226000071,,
51:36.1,20.684,29.8,59,13.027168,77.5638105,934.57,10.6,3.052531242,2.67200017,,
51:37.1,20.659,31.33,59,13.0271735,77.5637887,934.55,10.9,2.804995298,2.726000071,,
51:38.1,20.627,32.61,59,13.0271856,77.5637709,934.52,12.2,2.291210651,2.347000122,,
51:39.1,20.795,26.89,59,13.0272025,77.5637667,934.57,10.8,2.968040943,2.35800004,,
51:40.1,20.643,32.3,59,13.0272351,77.5637719,934.56,12.1,3.711420774,3.752000093,,
51:41.1,20.563,35.77,59,13.0272644,77.5637811,934.5,10.2,2.238827467,2.568000078,,
51:42.1,20.555,35.65,59,13.0272721,77.5637979,934.56,10.8,2.15313983,2.148000002,,
51:43.1,20.5,37.25,59,13.0272681,77.563819,934.56,12.6,3.20985055,2.837000132,,
51:44.1,20.576,34.56,59,13.0272571,77.5638504,934.5,11.3,3.218237638,3.181000233,,
51:45.1,20.449,38.54,58,13.0272373,77.5638663,934.52,11.2,2.468335629,2.629000187,,
51:46.1,20.509,35.97,58,13.0272211,77.5638659,934.6,11.7,2.866101027,2.475000143,,
51:47.1,20.391,39.94,58,13.0271925,77.5638617,934.59,10.8,2.904452085,3.289000273,,
51:48.1,20.532,34.9,58,13.0271746,77.5638484,934.58,11.7,2.071432114,2.195000172,,
51:49.1,20.504,35.32,58,13.0271714,77.5638297,934.57,12.2,2.786683083,2.508000135,,
51:50.2,20.534,34.36,58,13.0271731,77.5638022,934.57,10.6,2.920837164,2.499000072,,
51:51.2,20.487,36.79,58,13.0271761,77.5637749,934.54,10.8,2.481240511,2.563000202,,
51:52.2,20.509,35.41,58,13.0271833,77.5637626,934.52,11.1,1.279638648,1.457000017,,
51:53.2,20.428,38.63,58,13.0271964,77.5637636,934.5,11.7,2.140524149,1.525000095,,
51:54.2,20.331,42.17,58,13.0272269,77.563772,934.48,12.5,3.589547873,3.570000172,,
51:55.2,20.454,37.4,58,13.0272524,77.5637811,934.42,12.4,3.166042328,3.38800025,,
51:56.2,20.456,36.86,58,13.0272691,77.5637938,934.51,10.6,1.726049662,1.913000107,,
51:57.2,20.368,40.49,58,13.02727,77.5638094,934.56,11.4,2.893410683,2.561000109,,
51:58.2,20.348,40.99,58,13.0272643,77.5638371,934.52,11.8,2.807164431,2.815000057,,
51:59.2,20.336,40.82,58,13.0272506,77.5638582,934.49,12.2,2.325865269,2.509000063,,
52:00.2,20.489,34.99,58,13.0272337,77.5638638,934.53,13.6,2.652307987,2.424000025,,
52:01.2,20.25,43.45,58,13.0272047,77.5638626,934.54,11.3,2.950380325,3.016000032,,
52:02.2,20.428,36.97,58,13.0271828,77.5638582,934.51,11.1,2.632456779,2.894000053,,
52:03.2,20.408,37.61,58,13.0271667,77.5638408,934.55,11.2,2.253983498,2.167000055,,
52:04.2,20.558,31.94,58,13.0271683,77.5638136,934.64,11.9,3.15528965,2.805000067,,
52:05.2,20.559,32.45,58,13.0271742,77.5637926,934.62,11.6,2.999650955,3.046000242,,
52:06.2,20.445,36.86,58,13.027187,77.56377,934.65,11.6,2.319986343,2.304000139,,
52:07.2,20.523,33.4,58,13.0272095,77.5637642,934.6,12.4,2.714518785,2.213000059,,
52:08.3,20.412,37.13,57,13.0272328,77.563767,934.62,11.4,3.246452093,3.019000053,,
52:09.3,20.535,32.86,57,13.0272588,77.5637779,934.59,11.4,2.666337013,2.623000145,,
52:10.3,20.467,35.16,57,13.0272691,77.5638016,934.59,10.4,2.901795626,2.578000069,,
52:11.3,20.407,37.16,57,13.0272665,77.5638257,934.56,12.2,3.309797287,3.107000113,,
52:12.3,20.467,34.86,57,13.0272568,77.5638537,934.5,12.6,2.768398762,3.033000231,,
52:13.3,20.162,46.33,57,13.0272374,77.5638654,934.54,12.2,2.710477829,2.442000151,,
52:14.3,20.429,35.6,57,13.027214,77.5638662,934.6,10.9,3.005418301,3.049000263,,
52:15.3,20.503,33.36,57,13.0271888,77.5638575,934.66,12.4,2.675050497,2.846000195,,
52:16.3,20.03,51.04,57,13.027172,77.5638438,934.61,11.4,2.352758408,2.468000174,,
52:17.3,20.417,36.19,57,13.0271662,77.5638286,934.71,10.9,2.035446882,1.982000113,,
52:18.3,20.57,29.98,57,13.0271687,77.5637996,934.67,13.3,3.152193785,3.101000071,,
52:19.3,20.905,18,57,13.027171,77.5637727,934.64,11.8,1.694456577,2.354000092,,
52:20.3,20.677,26.87,57,13.0271775,77.5637667,934.67,11.3,1.927549481,1.293000102,,
52:21.3,20.06,49.71,57,13.0272058,77.5637663,934.71,10.9,3.62420702,3.157000065,,
52:22.3,20.501,32.24,57,13.0272358,77.5637719,934.69,11.6,3.816033602,3.93200016,,
52:23.3,20.449,34.6,57,13.0272641,77.5637801,934.6,12,1.848143339,2.636000156,,
52:24.3,20.42,35.65,57,13.0272708,77.5637907,934.58,13,1.455550075,1.318000078,,
52:25.4,20.264,41.11,57,13.0272673,77.5638054,934.57,11.6,2.643209457,2.503000021,,
52:26.4,20.461,33.67,57,13.0272592,77.5638313,934.54,11.2,2.908385754,3.033000231,,
52:27.4,20.451,33.71,57,13.0272443,77.5638579,934.55,11.4,2.902141094,3.087000132,,
52:28.4,20.431,34.47,57,13.0272294,77.5638659,934.56,12.1,2.52324748,2.517000198,,
52:29.4,20.436,33.97,57,13.0271977,77.5638623,934.61,11.6,3.541363239,3.328000069,,
52:30.4,20.222,41.78,57,13.0271742,77.5638551,934.56,12.3,2.80413723,3.389000177,,
52:31.4,20.512,31.01,57,13.0271635,77.56384,934.61,11.8,2.167674065,1.892000079,,
52:32.4,20.393,35.1,56,13.0271681,77.5638138,934.59,12,2.946768522,2.711000204,,
52:33.4,20.379,36.16,56,13.0271778,77.5637846,934.55,11.1,3.143486738,3.130000114,,
52:34.4,20.359,37,56,13.0271872,77.5637667,934.51,10.4,2.268150568,2.475000143,,
52:35.4,20.354,36.69,56,13.0272087,77.5637623,934.59,11.6,2.45605278,2.127000093,,
52:36.4,20.783,21.1,56,13.0272356,77.563771,934.65,12.7,3.03092742,3.014000177,,
52:37.4,20.402,35.63,56,13.0272532,77.5637832,934.62,11.4,3.17341876,3.205000162,,
52:38.4,20.253,41.2,56,13.0272677,77.5638116,934.58,11.5,3.240871668,3.06400013,,
52:39.4,20.307,38.87,56,13.0272673,77.563846,934.53,13.1,3.515464544,3.374000072,,
52:40.4,20.319,37.88,56,13.02726,77.5638642,934.47,11.7,1.950876355,2.032000065,,
52:41.5,20.521,30.41,56,13.0272407,77.5638674,934.59,12.2,2.680469513,2.315000057,,
